Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2023 [YR2023],2022 [YR2022],2021 [YR2021],2020 [YR2020],2019 [YR2019],2018 [YR2018],2017 [YR2017],2016 [YR2016],2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008]
Bermuda,BMU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.01,63.444,64.078,64.696,65.268,65.805,66.362,66.954,..,72.229,71.815,71.609,71.391,71.129,70.847,70.602,70.343,70.049,69.707,69.326,68.881,68.43,67.897,67.499
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,460733418.399276,496110225.710307,559345263.708309,651935430.314445,735348490.428435,860391000.221655,942879878.538879,1255767964.00491,..,2898227743.13545,2768802959.60794,2457604334.15915,2735683570.28851,2583335721.20625,2591358009.79792,2357504760.5975,2187815803.82922,2089079570.67546,1943696951.76613,1973387228.03924,1977728659.25621,1708880730.87271,1331343797.77308,1317517834.59916
Bhutan,BTN,"Population, total",SP.POP.TOTL,596863,610794,624409,637663,650544,661865,670799,678641,786385,780914,775442,770006,764824,759759,754335,747866,740618,733139,725273,717279,709377,701632,693988,686351
Bhutan,BTN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.44684267,5.0041995,4.59563637,4.1293807,4.59777308,4.13416338,4.4061017,4.1298461,..,..,3.84550023,4.36274862,3.60361075,3.2427721,3.3407371,3.57613945,3.75701189,3.55791116,3.70787191,3.61913681,3.34921789,3.55879498,3.5476253,3.38117099
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.346,62.843,63.306,63.635,64.004,64.386,64.779,65.027,..,64.928,63.63,64.467,67.841,67.748,67.701,67.628,67.318,67.163,67.021,66.705,66.534,66.162,65.88,65.446
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,8397855484.76908,8141516928.39489,7905485146.44351,8082399639.54305,8773451751.5121,9549122905.32852,11451844902.2214,13120108008.3477,45135398008.8166,44008282877.9606,40406111695.179,36629843805.0216,40895322843.7851,40287647930.4761,37508642165.3366,33941126200.0606,33000198248.1292,32996188012.5599,30659338885.6729,27084497481.9103,23963164696.592,19649723722.1034,17339992193.7322,16674276285.8956
Bolivia,BOL,"Population, total",SP.POP.TOTL,8606326,8752736,8900355,9050700,9204287,9360754,9521689,9685960,12244159,12077154,11937360,11816299,11671386,11508368,11344587,11180020,11014705,10848888,10682608,10515807,10348929,10182345,10016275,9850858
Bolivia,BOL,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.39554119,4.82522202,4.89645052,5.19709635,4.86315727,5.07408142,4.66087532,4.6968894,..,..,8.15972805,8.0225811,6.88792992,6.60399437,6.4901948,6.83333063,6.55064964,5.89613628,5.57465124,5.2539444,5.17306805,5.20230532,5.17444515,4.60677242
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.496,75.06,74.612,75.782,76.133,75.42,76.247,76.161,..,75.293,75.3,76.225,77.241,77.093,76.935,76.808,76.182,75.659,76.33,77.191,77.007,77.073,76.976,76.838
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,5567772768.81188,5800615466.26648,6728220886.64546,8498894359.38629,10156541538.399,11222796336.5426,12864841905.9543,15778734264.3787,27514782476.0406,24534663636.1778,23672712242.2149,20226036564.4129,20482608755.379,20484053868.9246,18326373366.1105,17116926327.6247,16404348871.4437,18558733564.4692,18179108530.5261,17226735995.6905,18644233537.1093,17176315803.7298,17613949091.2294,19112796623.1175
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,4159771,4179438,4188002,4178523,4140987,4096493,4063272,4013424,3185073,3204802,3244907,3299349,3345533,3387000,3428682,3473003,3518541,3564829,3610859,3670113,3741798,3811472,3879794,3947544
Bosnia and Herzegovina,BIH,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8,7.61,7.43,8.31,9.06,9.05,9.17,9.53,..,..,9.56,9.7,8.93,8.76,8.82,9.14,9.24,9.49,9.45,9.49,9.18,9.02,9.02,9.69
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.011,50.676,50.632,50.947,51.617,52.61,53.918,55.732,..,65.913,61.141,65.647,65.464,65.422,66.753,65.464,63.818,62.608,61.996,60.8,60.53,60.013,58.279,57.121
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,5788329609.15755,5489608299.66445,5438863982.88692,7511582173.37724,8957467706.5354,9918907108.09702,9919158482.41085,10567270655.5027,19396084498.0084,20321958850.0363,18750946600.1423,14960291105.9316,16725908148.5481,17031943186.1353,16105155856.7708,15082637184.0496,13530748844.505,15470088500.7414,14271738933.2042,13907464500.1489,15110643612.1729,12637273429.1339,10118459242.3183,10730829116.4105
Botswana,BWA,"Population, total",SP.POP.TOTL,1677382,1712254,1744763,1775736,1807146,1839877,1874516,1911201,2480244,2439892,2401441,2365894,2332083,2299141,2266747,2234776,2203273,2172044,2140682,2108617,2073535,2033111,1990673,1949970
Botswana,BWA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.10838556,6.3660779,6.66529799,6.40933847,6.09125996,5.26532936,4.87599421,5.52080727,..,..,6.30929565,6.1213398,6.12193203,6.04010344,6.62986994,5.76837635,6.10287762,5.8804059,6.49913645,6.35010576,5.86915016,6.26718187,6.62081194,5.89747286
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.737,70.195,70.41,70.72,71.131,71.753,72.037,72.365,..,73.425,72.75,74.009,75.338,75.109,74.827,74.442,74.332,74.306,73.918,73.552,73.343,73.182,72.948,72.715
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,655448231983.527,559983634798.981,509795273806.715,558233745651.874,669289424806.307,891633839853.105,1107626541710.74,1397114486471.38,2173665655937.27,1951923942083.32,1670647399034.67,1476107231194.11,1873288205186.45,1916933898038.36,2063514977334.32,1795693482652.52,1802212206904.68,2456043727198.85,2472819535742.73,2465227803011.57,2616156223977.47,2208837745214.23,1666996438681.46,1695855083552.05
Brazil,BRA,"Population, total",SP.POP.TOTL,174018282,176301203,178503484,180622688,182675143,184688101,186653106,188552320,211140729,210306415,209550294,208660842,207455459,206107261,204703445,203218114,201675532,200085127,198478299,196876111,195284734,193701929,192079951,190367302
Brazil,BRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.33457184,8.54963303,8.69686985,8.18899441,8.12491989,8.03539562,8.24952507,8.20182991,..,..,9.89072323,10.18235016,9.61449146,9.46475029,9.47124863,9.16901493,8.90929985,8.39644146,7.9766016,7.73637724,7.78819132,7.94516611,8.39480495,8.01128483
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.966,73.846,73.891,73.986,74.251,74.723,74.88,75.039,..,76.373,74.494,75.849,75.863,75.831,74.785,75.724,75.675,75.612,75.574,75.532,75.486,75.428,75.26,75.007
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,20241,20796,21430,22134,22881,23665,24493,25366,38985,38319,37809,37135,36395,34657,32699,33878,34498,32962,31703,30345,28710,27675,27218,26288
British Virgin Islands,VGB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.08,74.276,74.426,74.561,74.65,74.731,74.783,74.818,..,74.551,74.642,74.795,74.748,74.712,74.722,74.733,74.75,74.779,74.799,74.827,74.858,74.849,74.846,74.84
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,6570999059.70575,6096155747.56182,6333082878.97992,7167725264.75135,8619178799.47025,10547202612.4295,12644616446.1918,13432029495.6785,15128292980.8638,16681536442.5498,14006496614.3195,12005799664.2691,13469235348.2211,13566908401.1864,12128168046.7827,11400266055.3232,12930296852.4882,17097797371.9718,18094148099.4922,19048443339.9457,18524791070.6802,13707121031.2552,11912904529.0722,15926456491.5178
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,326424,333345,340099,346637,352911,358916,364663,370873,458949,455370,451721,447404,442680,437810,432772,427564,422212,416750,411202,405557,399389,392332,384952,377793
Brunei Darussalam,BRN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.5479064,2.5465107,2.53447938,2.60260582,2.55193377,2.23386168,1.9072516,1.94145441,..,..,2.20486665,2.39334464,2.19410944,2.41289377,2.27022862,2.54828691,2.38708901,1.91436803,1.898314,1.85097206,1.86409724,2.27826095,2.39306617,1.87612021
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.6634146341463,71.7682926829268,71.8658536585366,72.0658536585366,72.5634146341463,72.5609756097561,72.6121951219512,72.6634146341463,..,74.3609756097561,71.4634146341463,73.6585365853659,75.1121951219512,74.9634146341464,74.8146341463415,74.8121951219512,74.6146341463415,74.4658536585366,74.8609756097561,74.3146341463415,74.1634146341463,73.5121951219512,73.4121951219512,72.9634146341463
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,13245990274.4581,14183446025.7389,16403043849.8297,21144957990.4681,26157743368.8716,29868657858.0082,34380536495.6739,44432811756.4731,102407653020.606,90642851835.8996,84417951260.8091,70716821234.5967,68631726289.2794,66289266348.6504,59309748166.1179,53964253211.84,50811995688.6771,57157782909.9307,55852123989.9504,54288135058.7926,57737040780.0157,50760929302.5147,52023801230.12,54480684188.4442
Bulgaria,BGR,"Population, total",SP.POP.TOTL,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,6446596,6643324,6877743,6934015,6975761,7025037,7075947,7127822,7177991,7223938,7265115,7305888,7348328,7395599,7444443,7492561
Bulgaria,BGR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.83,6.86,7.08,7.2,6.89,6.89,6.53,6.16,..,..,8.56,8.48,7.09,7.33,7.49,7.46,7.39,7.68,7.14,7.54,7.1,7.1,6.6,6.28
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.847,51.071,51.272,51.793,52.416,53.092,53.742,54.375,..,59.766,59.27,59.731,60.039,60.047,59.536,59.326,58.845,58.359,57.823,57.619,57.125,56.477,55.959,55.342
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2968370087.59759,3190371080.94768,3622350062.96053,4740768142.67494,5451688537.60959,6146353173.34929,6547419820.38113,7625722836.76847,20324617844.5265,18820218690.5948,19697516284.3787,17725010532.5268,16032813503.3707,15890066221.2882,14106955615.3442,12833363045.3367,11832159315.6298,13943016076.7436,13444300485.8412,12561015156.5683,12080295977.5632,10109619740.6994,9450696873.34326,9451435490.11467
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,11925546,12295001,12680897,13082532,13500533,13932123,14373707,14816307,23025776,22509038,21995243,21478690,20961952,20438288,19894407,19334856,18777487,18229461,17695409,17172287,16661908,16176498,15710066,15258093
Burkina Faso,BFA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,2.9502635,2.88835382,2.97113013,3.14307284,4.21720934,3.95109582,4.51446247,5.23373222,..,..,6.37691164,6.50193262,5.31868935,5.0057807,6.02490044,5.96067238,5.13192415,5.00027227,5.56331587,4.60267258,4.64868164,5.23958349,5.08159161,4.64780712
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,47.514,48.431,49.891,50.857,52.01,53.023,53.869,54.727,..,61.977,61.663,61.566,62.351,61.688,61.553,60.793,60.217,59.868,59.235,58.493,57.769,57.081,56.388,55.71
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,870486065.883137,876794723.068586,825394519.423728,784654423.620476,915257323.3961,1117113079.73645,1273375078.44844,1356199387.42308,2642161668.85211,3338722827.65691,2775798697.46022,2649680261.44299,2576518879.82353,2667182199.51333,2723586962.84034,2644487776.50077,3104003546.26497,2705783329.80483,2451606632.29246,2333341334.45753,2235820809.32006,2032135192.01248,1781455139.85931,1611835857.04588
Burundi,BDI,"Population, total",SP.POP.TOTL,6470194,6634365,6824132,7043154,7310656,7587299,7865547,8161874,13689450,13321097,12965481,12617036,12255336,11859446,11506762,11239451,11047580,10799785,10439341,10071028,9717978,9376444,8947646,8505637
Burundi,BDI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.22181606,5.68180418,5.34983587,5.27245188,7.09572744,7.56016588,8.71264839,9.1855402,..,..,9.10190964,10.71837234,9.05010796,7.29396152,6.95275736,7.06148243,6.29022646,7.21081543,8.62834644,8.63756466,10.06996346,11.28196716,9.23238468,7.74147511
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.618,69.929,70.705,71.429,71.999,72.68,72.239,72.835,..,74.722,74.052,74.808,76.004,75.733,76.593,75.742,74.62,75.24,75.059,74.484,74.257,73.499,73.088,72.508
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,539227277.626411,563090490.377368,620507387.466174,813260468.873834,924940011.836897,972241676.907662,1107571457.90614,1649621738.63689,2533819406.4916,2247003347.63376,2051842609.64558,1821565617.6945,2252177133.74705,2205099509.15987,1996741544.61574,1849789992.7426,1749857620.35329,2041930125.42979,2028910915.16446,1913081210.41411,2046817987.20109,1824751467.92957,1852334575.17521,1959620648.31578
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,453317,460293,467046,473383,479370,485115,490728,496190,522331,519741,516649,514679,514104,513415,512893,512554,512394,512326,512225,511955,511447,509784,506141,501355
Cabo Verde,CPV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.43401194,4.75244379,4.7555151,4.50008631,4.37710667,4.27364111,4.48974991,4.18900156,..,..,6.90378904,6.12421703,4.56319857,4.73804712,5.2683692,4.84606647,4.82334185,5.32722235,5.28994226,5.13365459,4.30527449,4.47555733,3.88152432,3.58312893
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.625,59.966,61.226,62.523,63.552,64.293,65.059,65.731,..,69.896,69.584,70.416,70.692,70.561,70.515,70.224,69.873,69.736,69.304,68.915,68.416,67.712,67.444,66.47
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,3694168979.32019,4145665969.92864,4501227626.62752,5046693484.31767,5883297159.87352,7066296463.3598,8350531016.65753,10127916459.8983,42335646895.7984,39994532959.6074,36790163687.4421,34818073901.4851,36685356407.7206,33145892168.8958,29355665909.7905,26556545153.3573,24174170369.0738,22041463967.9009,19807135252.8649,17826536699.8016,16032622023.8265,13808673288.0696,12502901169.7377,12174303999.0812
Cambodia,KHM,"Population, total",SP.POP.TOTL,12462336,12658484,12855241,13050968,13244731,13439202,13639028,13841770,17423880,17201724,16974305,16725474,16481304,16274522,16073372,15852803,15623251,15396772,15170208,14945085,14722584,14500726,14276810,14053479
Cambodia,KHM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.53804731,7.00522089,7.22556973,6.93705606,7.07894278,6.84559298,6.11889315,4.90875959,..,..,7.53223085,7.11156559,6.84972715,6.06630135,5.65125847,6.11648464,6.19431591,6.70157766,7.10386753,7.26115417,7.50353098,6.91169977,7.58330584,6.60109425
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,52.932,53.142,53.415,53.883,54.178,54.362,54.856,55.165,..,60.958,60.333,60.833,61.584,61.18,60.81,60.233,59.658,58.935,58.476,57.792,57.133,56.582,56.102,55.655
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,10566579294.9831,10953485349.1135,12417251350.4882,15970315034.9903,18826214135.6419,19509852206.9341,20910512974.933,23928250433.0378,49279410982.826,44347206072.5513,45011937346.8384,40773241177.0505,39667757527.6578,39955552189.795,36098547033.1655,33814337044.3765,32210233020.4569,36386544706.0806,33728621180.3231,30155062329.2821,30630910495.217,27507501821.0296,27932970317.129,27715142032.913
Cameroon,CMR,"Population, total",SP.POP.TOTL,14912631,15309490,15725528,16160340,16610487,17074594,17550407,18049896,28372687,27632771,26915758,26210558,25506095,24806383,24128601,23454161,22763414,22059893,21402376,20809529,20232304,19668066,19113974,18574056
Cameroon,CMR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.11237431,3.88486743,4.02669907,3.90227985,3.72798967,3.77274442,3.73662806,3.70858574,..,..,3.82407379,3.77177453,3.65157914,3.61970162,3.39752436,3.5937767,3.59505081,3.78765464,3.63111043,3.9310236,3.85282946,3.57742167,3.49997187,3.65843678
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.1668292682927,79.3980487804878,79.5307317073171,79.7151219512195,79.9921951219512,80.1126829268293,80.5436585365854,80.5436585365854,..,81.2956097560976,81.5870731707317,81.6604878048781,82.2239024390244,81.8439024390244,81.8329268292683,81.9248780487805,81.8156097560976,81.7843902439025,81.7448780487805,81.6636585365854,81.4826829268293,81.3221951219512,81.0660975609756,80.7246341463415
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,744773415931.587,738981792355.372,760649334098.005,895540646634.787,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,2142470914401.36,2161483369422.01,2007472181464.15,1655684730000.19,1743725183672.52,1725329192783.02,1649265644244.09,1527994741907.43,1556508816217.14,1805749878439.94,1846597421834.98,1828366481521.6,1793326630174.52,1617343367486.26,1374625142157.29,1552989690721.65
Canada,CAN,"Population, total",SP.POP.TOTL,30685730,31020855,31359199,31642461,31938807,32242732,32571193,32888886,40097761,38939056,38239864,38028638,37618495,37072620,36545075,36110803,35704498,35434066,35080992,34713395,34339221,34005902,33630069,33247298
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,8.24814415,8.62482357,8.85670471,9.01090145,9.06628132,9.03540611,9.34210205,9.44540119,..,11.15471363,12.3341074,13.0351181,11.00887775,10.90542507,10.90631104,11.0319252,10.73869705,10.25765324,10.41174984,10.50971508,10.37950897,10.67611408,10.66225815,9.60754967
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..,82.009756097561,..,..,..,..,..,..,..,..,..,..,82.190243902439,..,..
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,4200288241.15296,4466278065.11226,7139428557.71423,6600843963.37585,6060026520.10608,5655358021.43209,5941896607.58643,5530178440.71376,5166281305.12522,4909322237.28895,4708167232.66893,4562853611.41445,4405796023.18409,4291004524.0181,4186073104.29242,4156841107.36443,4281714566.85827,4585949023.79609
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,39674,41089,42514,43934,45352,46788,48232,49687,73038,71591,70108,68684,67327,65941,64535,63100,61642,60160,58655,57136,55606,54099,52618,51151
Cayman Islands,CYM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.406,45.393,45.409,45.76,46.038,46.433,46.851,47.426,..,54.477,53.895,54.604,55.025,54.369,53.721,53.46,52.793,50.566,50.902,50.686,49.948,49.255,48.648,48.016
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,916777282.691659,932648604.751954,996068144.884889,1142315522.53864,1272360517.32373,1337894378.73743,1461859762.33459,1699811294.94935,2555492085.24831,2382618615.01694,2516498412.46384,2326720900.38047,2221301351.43918,2220979146.11241,2072349972.6818,1825018144.65595,1695825714.19282,1894813389.40325,1691544110.18543,2510126512.22831,2437982705.12093,2142591540.40068,2067381665.25454,1993407888.49838
